URL,Headline,Publish Date,Publication Reach,Article Reach,Publication Name,Publication Location,Language,Brand,Content Type,Story Type,Authors
https://startups.com.br/negocios/venture-capital/vcs-alertam-levantem-rodada-antes-da-bolha-da-ia-estourar/,"VCs alertam: levantem rodada antes da ""bolha da IA"" estourar",30 Oct 2025,106695,143,startups.com.br,Brazil,Portuguese,Antler,General News,Industry Story,NA
https://www.thedahloneganugget.com/local-newsletter/housing-development-near-ga400-denied,Housing development near GA400 denied,30 Oct 2025,NA,NA,thedahloneganugget.com,United States,English,Antler,General News,Passing Mention,NA
https://www.blogarama.com/business-blogs/1451819-startup-rise-european-news-funding-insights-blog/71130670-sourcing-evertrace-acquires-berlin-based-data-intelligence-firm-morphais,VC sourcing startup Evertrace acquires Berlin-based data intelligence firm Morphais,30 Oct 2025,19415,130,blogarama.com,India,English,Antler,General News,Passing Mention,NA
https://cxotoday.com/press-release/redacto-raises-%e2%82%b912-crore-to-lead-indias-privacy-tech-revolution-ahead-of-the-dpdp-act/,Redacto Raises ₹12 Crore to Lead India's Privacy-Tech Revolution Ahead of the DPDP Act,30 Oct 2025,48419,430,cxotoday.com,India,English,Antler,General News,Passing Mention,NA
https://startuprise.co.uk/vc-sourcing-startup-evertrace-acquires-berlin-based-data-intelligence-firm-morphais/,VC sourcing startup Evertrace acquires Berlin-based data intelligence firm Morphais,30 Oct 2025,NA,NA,startuprise.co.uk,United Kingdom,English,Antler,General News,Passing Mention,NA
https://indianstartupnews.com/funding/ai-driven-privacy-infrastructure-startup-redacto-raiss-rs-12-crore-to-expand-product-engineering-teams-10607133,"AI-driven privacy infrastructure startup Redacto raiss Rs 12 crore to expand product, engineering teams",30 Oct 2025,104775,740,indianstartupnews.com,India,English,Antler,General News,Passing Mention,NA
https://www.channelnewsasia.com/watch/ai-boom-built-real-businesses-not-hype-antler-ceo-5434881,"AI boom built on real businesses, not hype: Antler CEO",30 Oct 2025,6232628,244844,channelnewsasia.com,Singapore,English,Antler,General News,Feature Story,NA
https://www.ciol.com/funding-acquistion-merger/redacto-raises-12-crore-to-build-indias-privacy-infrastructure-10607084,Redacto Raises ₹12 Crore to Build India's Privacy Infrastructure,30 Oct 2025,13573,170,ciol.com,India,English,Antler,General News,Feature Story,NA
https://www.indianstartuptimes.com/investment/redacto-raises-%e2%82%b912-crore-to-strengthen-ai-led-data-privacy-and-governance-for-enterprises/,Redacto Raises ₹12 Crore to Strengthen AI-led Data Privacy and Governance for Enterprises,30 Oct 2025,8586,59,indianstartuptimes.com,India,English,Antler,General News,Passing Mention,NA
https://tech.eu/2025/10/30/vc-sourcing-startup-evertrace-acquires-berlin-based-morphais/,VC sourcing startup Evertrace acquires Berlin-based Morphais,30 Oct 2025,377566,1132,tech.eu,Germany,English,Antler,General News,Passing Mention,NA
https://b2b.economictimes.indiatimes.com/news/entrepreneur/redacto-secures-12-crore-seed-funding-to-enhance-ai-driven-privacy-solutions/124939850,Redacto raises ₹12 crore seed funding led by PeerCapital and Antler India,30 Oct 2025,NA,NA,b2b.economictimes.indiatimes.com,India,English,Antler,General News,Feature Story,NA
https://enterpriseai.economictimes.indiatimes.com/news/industry/redacto-secures-12-crore-seed-funding-to-enhance-ai-driven-data-privacy-solutions/124939590,Redacto raises ₹12 crore seed funding led by PeerCapital and Antler India,30 Oct 2025,NA,NA,enterpriseai.economictimes.indiatimes.com,India,English,Antler,General News,Feature Story,NA
https://e27.co/ex-tesla-ai-teams-industrialmind-raises-us1-2m-to-bring-a-decision-making-brain-to-factory-floors-20251030/,Ex-Tesla AI team's IndustrialMind raises US$1.2M to bring a decision-making brain to factory floors,30 Oct 2025,115715,640,e27.co,"Singapore,Indonesia",English,Antler,General News,Passing Mention,NA
https://www.financeoutlookindia.com/news/redacto-secures-rs-12-cr-seed-funding-led-by-peercapital-nwid-6485.html,Redacto Secures Rs 12 Cr Seed Funding led by PeerCapital,30 Oct 2025,11890,772,financeoutlookindia.com,India,English,Antler,General News,Passing Mention,NA
https://www.constructionworld.in/latest-construction-technology/redacto-raises-rs-120-million-to-drive-india---s-privacy-tech-revolution-/80657,Redacto Raises Rs 120 million to Drive India's Privacy-Tech Revolution,30 Oct 2025,325383,1219,constructionworld.in,India,English,Antler,General News,Passing Mention,NA
https://entrackr.com/snippets/redacto-raises-rs-12-cr-in-seed-round-led-by-peercapital-10606066,Redacto raises Rs 12 Cr in seed round led by PeerCapital,30 Oct 2025,516194,7062,entrackr.com,India,English,Antler,General News,Passing Mention,NA
https://www.it-boltwise.de/atechx-bringt-innovationen-in-die-immobilienbranche.html,ATechX bringt Innovationen in die Immobilienbranche,29 Oct 2025,48616,638,it-boltwise.de,Germany,German,Antler,General News,Passing Mention,NA
https://www.digitaljournal.com/pr/news/vehement-media/no-funding-no-problem-european-1924479773.html,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,65164,463,digitaljournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pulse2.com/sweatpals-12-million-seed-funding-raised-to-improve-social-connection-through-fitness/,Sweatpals: $12 Million Seed Funding Raised To Improve Social Connection Through Fitness,29 Oct 2025,35222,223,pulse2.com,United States,English,Antler,General News,Passing Mention,Amit chowdhry
https://worldofsoftware.org/antlers-new-lagos-cohort-features-tc-battlefield-startups/,Antler's new Lagos cohort features TC Battlefield startups,29 Oct 2025,599,20,worldofsoftware.org,United States,English,Antler,General News,Feature Story,NA
https://techcabal.com/2025/10/29/antlers-new-lagos-cohort-features-tc-battlefield-startups/,Antler's new Lagos cohort features TC Battlefield startups,29 Oct 2025,1207146,2826,techcabal.com,Nigeria,English,Antler,General News,Feature Story,NA
https://startupwired.com/2025/10/29/amsterdam-startups-raise-100m-in-october-2025-boom/,Amsterdam Startups Raise $100M in October 2025 Boom,29 Oct 2025,NA,NA,startupwired.com,United States,English,Antler,General News,Passing Mention,NA
https://www.netinfluencer.com/steven-bartlett-creator-company-reaches-425-million-valuation/,Steven Bartlett's Creator Company Reaches $425 Million Valuation,29 Oct 2025,62465,18,netinfluencer.com,United States,English,Antler,General News,Industry Story,NA
https://www.sportifynews.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,sportifynews.com,United States,English,Antler,General News,Passing Mention,NA
https://www.thefinalscoreboard.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466,"Oct 29, 2025 No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,thefinalscoreboard.com,United States,English,Antler,General News,Passing Mention,NA
https://www.thefinancialcapital.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,thefinancialcapital.com,India,English,Antler,General News,Passing Mention,NA
https://thelifevoyager.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,thelifevoyager.com,Japan,English,Antler,General News,Passing Mention,NA
http://business.theeveningleader.com/theeveningleader/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,10826,298,business.theeveningleader.com,United States,English,Antler,General News,Passing Mention,NA
http://business.decaturdailydemocrat.com/decaturdailydemocrat/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,833,8,business.decaturdailydemocrat.com,United States,English,Antler,General News,Passing Mention,NA
https://markets.financialcontent.com/ibtimes/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,102380,2541,markets.financialcontent.com,United States,English,Antler,General News,Passing Mention,NA
http://business.punxsutawneyspirit.com/punxsutawneyspirit/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,business.punxsutawneyspirit.com,United States,English,Antler,General News,Passing Mention,NA
http://business.inyoregister.com/inyoregister/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,570,13,business.inyoregister.com,United States,English,Antler,General News,Passing Mention,NA
http://money.mymotherlode.com/clarkebroadcasting.mymotherlode/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,759,39,money.mymotherlode.com,United States,English,Antler,General News,Passing Mention,NA
https://aijourn.com/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,37997,827,aijourn.com,United States,English,Antler,General News,Passing Mention,NA
https://www.taleout.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,taleout.com,Ireland,English,Antler,General News,Passing Mention,NA
https://enterhollywood.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,NA,NA,enterhollywood.com,United States,English,Antler,General News,Passing Mention,NA
https://news.marketersmedia.com/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/89173897,"No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital",29 Oct 2025,4278,83,news.marketersmedia.com,United States,English,Antler,General News,Passing Mention,NA
https://chambers.com/articles/argus-partners-advises-houseeazy-on-its-series-b-fundraise,Argus Partners Advises HouseEazy on its Series B fundraise,29 Oct 2025,NA,NA,chambers.com,United Kingdom,English,Antler,General News,Passing Mention,NA
https://completeaitraining.com/news/how-ai-could-finally-make-construction-sites-quieter/,How AI could finally make construction sites quieter,29 Oct 2025,NA,NA,completeaitraining.com,United States,English,Antler,General News,Passing Mention,NA
https://bootstrapping.dk/kv-25-startups-jeg-har-laert-paa-egen-krop-at-holde-mig-langt-vaek-fra-kommunale-udbud/,KV '25 &amp; startups: ”Jeg har lært på egen krop at holde mig langt væk fra kommunale udbud”,29 Oct 2025,18511,NA,bootstrapping.dk,Denmark,Danish,Antler,General News,Passing Mention,NA
