URL,Headline,Publish Date,Publication Reach,Article Reach,Domain Name,Publication Name,Publication Location,Language,Brand,Content Type,Story Prominence,Authors,isDuplicate
https://youngster.id/headline/startup-headline/dash-electric-raih-tambahan-pendanaan-seed-round-dari-sagana/,Dash Electric Raih Tambahan Pendanaan Seed Round dari Sagana,02 Feb 2026,24845,8,youngster.id,youngster.id,Indonesia,Indonesian,Antler,General News,Passing Mention,NA,No
https://www.deutsche-startups.de/2026/02/02/6-aufstrebende-startups-die-mehr-menschen-kennen-sollten/,"6 aufstrebende Startups, die mehr Menschen kennen sollten",02 Feb 2026,114749,421,deutsche-startups.de,Deutsche-startups.de,Germany,German,Antler,General News,Passing Mention,NA,No
https://www.startupdaily.net/topic/funding/y-combinator-backs-queensland-teenagers-mustering-startup-in-1-2-million-raise/,Y Combinator backs Queensland teenager’s mustering startup in $1.2 million raise,02 Feb 2026,124035,81,startupdaily.net,Startup Daily,Australia,English,Antler,General News,Passing Mention,Simon Thomsen,No
https://www.dealstreetasia.com/stories/id-digest-dbs-kredivo-dash-electric-471239/,"ID Digest: Kredivo, Dash Electric secure funding",02 Feb 2026,128884,1313,dealstreetasia.com,DealStreetAsia,"Singapore,India",English,Antler,General News,Passing Mention,Marsya Nabila,No
https://www.vccircle.com/budget2026-govt-to-top-up-sri-fund-launch-1-09-bn-sme-growth-vehicle,"Budget 2026: Govt to top up SRI Fund, launch $1.09 bn SME growth vehicle",01 Feb 2026,216003,2515,vccircle.com,VCCircle,India,English,Antler,General News,Passing Mention,Aman Rawat,No
https://travelbizmonitor.com/top-stories/ihcl-adds-sariska-manor-tehla-to-tree-of-life-portfolio/,"IHCL Adds Sariska Manor, Tehla to Tree of Life Portfolio",01 Feb 2026,12467,39,travelbizmonitor.com,TravelBiz Monitor,India,English,Antler,General News,Passing Mention,NA,No
https://siuleeboss.com/recipe/camp-dinner-menu-recommend-2026-02-01/,戶外露營晚餐煩惱解決！用「今晚吃什麼」App 一鍵生成三餸一湯，輕鬆應對野外不知吃什麼的痛點,01 Feb 2026,NA,NA,siuleeboss.com,NA,Taiwan,Chinese,Antler,General News,Industry Story,NA,No
https://www.bloomberglinea.com.br/startups/rodadas-da-semana-captacoes-somam-quase-r-100-mi-com-foco-em-ia-e-infraestrutura/,"Rodadas da semana: captações somam quase R$ 100 mi, com foco em IA e infraestrutura",31 Jan 2026,1282319,3403,bloomberglinea.com.br,Bloomberg Línea Brasil,Brazil,Portuguese,Antler,General News,Passing Mention,NA,No
https://n24.com.tr/avrupanin-girisimci-dostu-8-vc-fonu-150-bin-edan-40-milyon-eya/,Avrupa'nın Girişimci Dostu 8 VC Fonu: 150 Bin €'dan 40 Milyon €'ya,31 Jan 2026,36239,4921,n24.com.tr,NA,Turkey,Turkish,Antler,General News,Passing Mention,NA,No
https://imp.news/startup/ai-meets-erp-mysas-zero-migration-finance-platform-gets-3-4-mn-boost-85132/,AI Meets ERP: Mysa's Zero-Migration Finance Platform Gets $3.4 Mn Boost,31 Jan 2026,16740,1561,imp.news,imp,India,English,Antler,General News,Passing Mention,NA,No
https://revistapegn.globo.com/startups/noticia/2026/01/revena-garante-seed-de-r-40-milhoes-flourish-fi-e-adquirida-os-destaques-da-semana.ghtml,Revena garante seed de R$ 40 milhões; Flourish Fi é adquirida: os destaques da semana,30 Jan 2026,1735732,4656,revistapegn.globo.com,Pequenas Empresas,Portugal,Portuguese,Antler,General News,Passing Mention,NA,No
https://www.newmoney.gr/roh/palmos-oikonomias/business-stories/kato-ton-30-to-fenomeno-tis-epitichias-ke-i-neari-idrites-stis-korifees-startups/,Κάτω των 30: Το φαινόμενο της επιτυχίας και οι νεαροί ιδρυτές στις κορυφαίες startups,30 Jan 2026,3772241,43080,newmoney.gr,NewMoney,Greece,Greek,Antler,General News,Passing Mention,NA,No
https://travtalkindia.com/ihcl-onboards-tree-of-life-sariska-manor-in-rajasthan/,IHCL onboards Tree of Life Sariska Manor in Rajasthan,30 Jan 2026,25330,NA,travtalkindia.com,NA,India,English,Antler,General News,Passing Mention,NA,No
https://www.techinasia.com/aipowered-platofrm-fix-painful-visa-crossborder-paperwork-minutes,How ex-Google and Grab staff are using AI to fix visa delays,30 Jan 2026,505500,11157,techinasia.com,Tech In Asia,Singapore,English,Antler,General News,Passing Mention,NA,No
https://luxus-plus.com/matchesfashion-va-etre-relance-en-2026/,Matchesfashion to be relaunched in 2026,30 Jan 2026,51020,435,luxus-plus.com,NA,United States,French,Antler,General News,Passing Mention,NA,No
https://www.tice.news/tice-trending/top-startup-news-today-big-bets-quiet-shifts-and-signals-from-the-ground-11056942,"Top Startup News Today: Big bets, quiet shifts, and signals from the ground",30 Jan 2026,68160,1788,tice.news,TICE NEWS,India,English,Antler,General News,Passing Mention,NA,No
https://news.dailysocial.id/post/sagana-masuk-sebagai-investor-baru-di-putaran-seed-dash-electric/,SAGANA Masuk sebagai Investor Baru di Putaran Seed Dash Electric,30 Jan 2026,NA,NA,news.dailysocial.id,NA,Indonesia,Indonesian,Antler,General News,Passing Mention,NA,No
https://www.hcntimes.com/investor-interest-in-african-agritech-slips-as-deal-counts-fall/,Investor interest in African agritech slips as deal counts fall,30 Jan 2026,NA,NA,hcntimes.com,HC Times,United States,English,Antler,General News,Passing Mention,NA,No
https://www.capital.gr/me-apopsi/3969870/ai-kai-900-dis-logoi-na-allaxoun-oi-b2b-poliseis/,AI και 900 δισ. λόγοι να αλλάξουν οι B2B πωλήσεις,29 Jan 2026,6562643,461399,capital.gr,Capital gr,Greece,Greek,Antler,General News,Passing Mention,NA,No
https://worldofsoftware.org/agritech-funding-in-africa-drops-to-168-million-in-2025-as-investor-interest-shifts/,Agritech funding in Africa drops to $168 million in 2025 as investor interest shifts,29 Jan 2026,599,20,worldofsoftware.org,NA,United States,English,Antler,General News,Passing Mention,NA,No
https://techcabal.com/2026/01/29/agritech-funding-in-africa-falls-to-168-million/,Agritech funding in Africa drops to $168 million in 2025 as investor interest shifts,29 Jan 2026,1207146,2826,techcabal.com,TechCabal,Nigeria,English,Antler,General News,Passing Mention,NA,No
https://techafricanews.com/2026/01/29/yamify-partners-with-oadc-texaf-kinshasa-to-host-ai-agents-for-african-businesses/,Yamify Partners with OADC Texaf – Kinshasa to Host AI Agents for African Businesses,29 Jan 2026,64503,450,techafricanews.com,TechAfrica News,South Africa,English,Antler,General News,Passing Mention,NA,No
https://forbes.co/2026/01/29/actualidad/qash-asegura-inversion-de-us15-millones-para-democratizar-el-acceso-al-dolar-en-la-region,"Qash asegura inversión de US$1,5 millones para democratizar el acceso al dólar en la región",29 Jan 2026,757174,781,forbes.co,Forbes Colombia,Mexico,Spanish,Antler,General News,Passing Mention,NA,No
https://yourstory.com/2026/01/startup-news-and-updates-daily-roundup-january-29-2026,"Startup news and updates: Daily roundup (January 29, 2026)",29 Jan 2026,1220231,16253,yourstory.com,Yourstory,India,English,Antler,General News,Passing Mention,NA,No
https://imp.news/finance/meet-the-money-indias-most-active-startup-investors-in-2025-84766/,Meet the Money: India's Most Active Startup Investors in 2025,29 Jan 2026,16740,1561,imp.news,imp,India,English,Antler,General News,Industry Story,NA,No
https://yourstory.com/2026/01/antler-doubling-checks-speed-amidst-flurry-ai-companies-india,Antler is doubling its checks and speed amidst the flurry of AI companies in India,29 Jan 2026,1220231,16253,yourstory.com,Yourstory,India,English,Antler,General News,Feature Story,NA,No
https://www.mercomindia.com/daily-news-wrap-up-telangana-amends-open-access-regulations,Daily News Wrap-Up: Telangana Amends Open Access Regulations,29 Jan 2026,62318,1095,mercomindia.com,Mercom India,India,English,Antler,General News,Passing Mention,NA,No
https://www.cityam.com/fintech-founder-adam-french-i-wish-the-city-would-be-braver/,Fintech founder Adam French: I wish the City would be braver,29 Jan 2026,3854903,11481,cityam.com,City A.M.,United Kingdom,English,Antler,General News,Industry Story,NA,No
https://www.globalainews.in/article/5f658cbf-6aba-46f0-bee7-66bace3503ef/india-eu-fta-startups-shadowfax-s-subdued-listing,"India-EU FTA & Startups, Shadowfax's Subdued Listing & More",29 Jan 2026,NA,NA,globalainews.in,NA,India,English,Antler,Stock News,Passing Mention,NA,No
https://inc42.com/buzz/india-eu-fta-startups-shadowfaxs-subdued-listing-more,"India-EU FTA & Startups, Shadowfax's Subdued Listing & More",29 Jan 2026,617578,11623,inc42.com,Inc42,India,English,Antler,Stock News,Passing Mention,NA,No
https://esbrasil.com.br/startup-capixaba-lanca-1o-programa-tech-sobre-creators/,Startup capixaba lança 1º programa tech sobre creators,28 Jan 2026,NA,NA,esbrasil.com.br,ES Brasil,Brazil,Portuguese,Antler,General News,Passing Mention,NA,No
https://cultinfos.com/buzz/1538755-margaux-arthur-enfants-de-carole-gaessler-ont-de-brillantes-etudes-a-milliers-de-kilometres-d-voici-qu-vie,"Margaux et Arthur, les enfants de Carole Gaessler, ont fait de brillantes études à des milliers de kilomètres d'elle, voici ce qu'ils font dans la vie",28 Jan 2026,5101,20,cultinfos.com,CultInfos,France,French,Antler,General News,Passing Mention,NA,No
https://b2b.economictimes.indiatimes.com/news/entrepreneur/over-100-indian-ai-startup-founders-moving-to-us-for-funds-and-talent/127719298,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,NA,NA,b2b.economictimes.indiatimes.com,The Economic Times (B2B),India,English,Antler,General News,Passing Mention,NA,No
https://t-id.obnews.co/Index/flowNewsDetail/id/13622033.html?val=48614dbab0e186201fa60a7f77921765,"India's AI start-up founders head to US chasing capital, talent",28 Jan 2026,NA,NA,t-id.obnews.co,NA,Indonesia,English,Antler,General News,Passing Mention,NA,No
https://obnews.co/Index/flowNewsDetail/id/13622033.html?val=48614dbab0e186201fa60a7f77921765,"India's AI start-up founders head to US chasing capital, talent",28 Jan 2026,304636,6128,obnews.co,OB News,Indonesia,English,Antler,General News,Passing Mention,NA,No
https://www.themobiworld.com/Index/flowNewsDetail/id/13622033.html?val=48614dbab0e186201fa60a7f77921765,"India's AI start-up founders head to US chasing capital, talent",28 Jan 2026,1621,15,themobiworld.com,The Mobi World,India,English,Antler,General News,Passing Mention,NA,No
https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/shadowfax-ipo-fails-to-deliver-indian-ai-founders-eye-us-move/articleshow/127709596.cms,Shadowfax's muted listing; Indian AI founders head to US in droves,28 Jan 2026,9971739,1188488,economictimes.indiatimes.com,The Economic Times,India,English,Antler,Stock News,Passing Mention,NA,No
https://www.axios.com/local/denver/2026/01/28/colorado-ski-resorts-dining,Colorado ski resorts elevate on-mountain dining,28 Jan 2026,35379975,150008,axios.com,Axios,United States,English,Antler,General News,Passing Mention,John Frank,No
https://www.indianstartuptimes.com/investment/blume-ventures-and-piper-serica-lead-3-4-million-pre-series-a-in-b2b-fintech-mysa/,Blume Ventures and Piper Serica Lead $3.4 Million Pre-Series A in B2B Fintech Mysa,28 Jan 2026,8586,59,indianstartuptimes.com,NA,India,English,Antler,General News,Passing Mention,NA,No
https://automaton-media.com/articles/newsjp/demonstimeline-20260128-412860/,SNS調査推理ゲーム『ミカクテイ事件の観測者-Demons'Timeline-』Steamにてお披露目。タイムラインの情報だけで超能力事件の真相へ迫る、“ネット安楽椅子探偵”,28 Jan 2026,15101989,85128,automaton-media.com,Automaton,Japan,Japanese,Antler,General News,Passing Mention,NA,No
https://tezzbuzz.com/mysa-raises-3-4-mn-to-build-the-operating-system-for-mid-sized-businesses-finance-teams/,Mysa Raises $3.4 Mn To Build the Operating System for Mid-Sized Businesses' Finance Teams,28 Jan 2026,2020,NA,tezzbuzz.com,TezzBuzz,India,English,Antler,General News,Passing Mention,Samira Vishwas,No
https://inshorts.com/en/news/indian-ai-startup-founders-are-shifting-base-to-the-us--1769576848951,Indian AI startup founders are shifting base to the US?,28 Jan 2026,2184578,41660,inshorts.com,Inshorts,India,English,Antler,General News,Passing Mention,Ashley Paul,No
https://www.newsbytesapp.com/news/business/india-s-ai-start-up-founders-head-to-us-chasing-capital-talent/story,"India's AI start-up founders head to US chasing capital, talent",28 Jan 2026,705503,27797,newsbytesapp.com,Newsbytes,India,English,Antler,General News,Passing Mention,NA,No
https://enterpriseai.economictimes.indiatimes.com/news/industry/over-100-indian-ai-founders-relocate-to-us-for-enhanced-opportunities/127688574,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,NA,NA,enterpriseai.economictimes.indiatimes.com,The Economic Times (Enterprise AI),India,English,Antler,General News,Passing Mention,NA,No
https://cio.economictimes.indiatimes.com/news/artificial-intelligence/100-indian-ai-founders-relocate-to-us-for-growth-and-talent/127676735,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,33506479,1598466,cio.economictimes.indiatimes.com,ET CIO,India,English,Antler,General News,Passing Mention,NA,No
https://obnews.co/Index/flowNewsDetail/id/13612844.html?val=72654f3186005a5938cb4cb4d7ff40dc,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,304636,6128,obnews.co,OB News,Indonesia,English,Antler,General News,Passing Mention,NA,No
https://t-id.obnews.co/Index/flowNewsDetail/id/13612844.html?val=72654f3186005a5938cb4cb4d7ff40dc,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,NA,NA,t-id.obnews.co,NA,Indonesia,English,Antler,General News,Passing Mention,NA,No
https://www.themobiworld.com/Index/flowNewsDetail/id/13612844.html?val=72654f3186005a5938cb4cb4d7ff40dc,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,1621,15,themobiworld.com,The Mobi World,India,English,Antler,General News,Passing Mention,NA,No
https://cfo.economictimes.indiatimes.com/news/strategy-operations/over-100-indian-ai-startup-founders-moving-to-us-for-funds-and-talent/127673745,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,33506479,1598466,cfo.economictimes.indiatimes.com,ET CFO,India,English,Antler,General News,Passing Mention,NA,No
https://hr.economictimes.indiatimes.com/news/industry/over-100-indian-ai-startup-founders-moving-to-us-for-funds-and-talent/127672558,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,33506479,1598466,hr.economictimes.indiatimes.com,ETHRWorld,India,English,Antler,General News,Passing Mention,NA,No
https://www.eet-china.com/news/202601287125.html,中微半导官宣涨价，幅度15%-50%,28 Jan 2026,848885,1734,eet-china.com,EET-China (电子工程专辑),United States,Chinese,Antler,General News,Passing Mention,NA,No
https://economictimes.indiatimes.com/tech/artificial-intelligence/over-100-indian-ai-startup-founders-moving-to-us-for-funds-and-talent/articleshow/127642560.cms,Over 100 Indian AI startup founders moving to US for funds and talent,28 Jan 2026,9971739,1188488,economictimes.indiatimes.com,The Economic Times,India,English,Antler,General News,Passing Mention,Swathi Moorthy,No
https://redmondspokesman.com/2026/01/27/dry-canyon-construction-to-finish-by-summer/,Dry Canyon construction to finish by summer,27 Jan 2026,NA,NA,redmondspokesman.com,The Redmond Spokesman,United States,English,Antler,General News,Passing Mention,NA,No
https://www.startupresearcher.com/news/antler-japan-invests-1-5m-in-10-startups-and-ups-2026-funding,Antler Japan Invests $1.5 Million in 10 Startups and Ups 2026 Funding,27 Jan 2026,NA,NA,startupresearcher.com,NA,United States,English,Antler,General News,Feature Story,NA,No
https://missioncityrecord.com/2026/01/27/man-arrested-after-damage-to-vehicles-with-antler-stick-in-mission/,Man arrested after damage to vehicles with antler-stick in Mission,27 Jan 2026,98181,324,missioncityrecord.com,Mission City Record,United States,English,Antler,General News,Feature Story,NA,No
https://bharatfast.com/english/ai-powered-b2b-fintech-mysa-secures-3-4-million-funding-to-expand-unified-finance-platform-in-india/31104/,AI-Powered B2B Fintech Mysa Secures $3.4 Million Funding to Expand Unified Finance Platform in India,27 Jan 2026,1517,167,bharatfast.com,Bharat Fast,India,English,Antler,General News,Passing Mention,NA,No
https://canadian-reviews.ca/toronto-is-getting-a-new-summer-festival-celebrating-beer-and-meat-canada-reviews/,"Toronto is getting a new summer festival celebrating beer and meat, Canada Reviews",27 Jan 2026,4376,NA,canadian-reviews.ca,Canadian Reviews,Canada,English,Antler,General News,Passing Mention,NA,No
https://techstory.in/mysa-raises-3-4-mn-to-build-the-operating-system-for-mid-sized-businesses-finance-teams/,Mysa Raises $3.4 Mn To Build the Operating System for Mid-Sized Businesses' Finance Teams,27 Jan 2026,54357,303,techstory.in,Techstory,India,English,Antler,General News,Passing Mention,NA,No
https://entrepreneurnewsnetwork.com/2026/01/27/b2b-fintech-startup-mysa-raises-3-4-mn-in-funding/,B2B Fintech Startup Mysa Raises $3.4 Mn in Funding,27 Jan 2026,NA,NA,entrepreneurnewsnetwork.com,NA,India,English,Antler,General News,Passing Mention,NA,No
https://jp.headtopics.com/news/651101161081011611853-78940032,Toyokeizai Antler Japan、日本を拠点とするスタートアップの多様性と資金調達支援を強化 16 数分前 Reading Time: 94 sec. here / 8 min. at source,27 Jan 2026,NA,NA,jp.headtopics.com,NA,Saudi Arabia,Japanese,Antler,General News,Feature Story,NA,No
https://rock-news.at/2026/01/27/nft-spielemarkt-zukunftsaussichten-und-chancen/,NFT-Spielemarkt – Zukunftsaussichten und Chancen,27 Jan 2026,12545,25,rock-news.at,Ketik,Austria,German,Antler,General News,Passing Mention,NA,No
https://news.infoseek.co.jp/article/prtimes_000000025_000108918/,"Antler Japan、日本のスタートアップ10社に総額2億4,000万円の出資を発表、2026年は日本での初期投資額の引き上げを表明",27 Jan 2026,18302934,812919,news.infoseek.co.jp,Up News Info,Japan,Japanese,Antler,General News,Feature Story,NA,No
https://www.analyticsinsight.net/artificial-intelligence/from-crisis-to-creation-how-fabian-fuchs-is-reimagining-the-future-of-work-with-ai,From Crisis to Creation: How Fabian Fuchs Is Reimagining the Future of Work with AI,27 Jan 2026,1121074,5328,analyticsinsight.net,Analytics Insight,India,English,Antler,General News,Passing Mention,NA,No
https://toyokeizai.net/ud/pressrelease/6978bf03126217353e00000b,"Antler Japan、日本のスタートアップ10社に総額2億4,000万円の出資を発表、2026年は日本での初期投資額の引き上げを表明",27 Jan 2026,NA,NA,toyokeizai.net,Toyo Economic,Japan,Japanese,Antler,General News,Feature Story,NA,No
https://scinova.com.br/startup-de-joinville-futuriza-capta-r-65-milhoes/,"Startup de Joinville, Futuriza capta R$ 6,5 milhões para escalar IA aplicada à moda",27 Jan 2026,NA,NA,scinova.com.br,NA,Brazil,Portuguese,Antler,General News,Industry Story,NA,No
https://fintechgate.net/2026/01/27/%d8%b4%d8%b1%d9%83%d8%a9-mysa-%d8%a7%d9%84%d9%87%d9%86%d8%af%d9%8a%d8%a9-%d8%aa%d8%ac%d9%85%d8%b9-3-4-%d9%85%d9%84%d8%a7%d9%8a%d9%8a%d9%86-%d8%af%d9%88%d9%84%d8%a7%d8%b1-%d9%84%d8%aa%d9%88/,شركة «Mysa» الهندية تجمع 3.4 ملايين دولار لتوسيع حلول إدارة المصاريف والأعمال للشركات المتوسطة,27 Jan 2026,NA,NA,fintechgate.net,Fintech Gate,United Arab Emirates,Arabic,Antler,General News,Passing Mention,NA,No
https://revistapegn.globo.com/startups/noticia/2026/01/futuriza-capta-r-65-milhoes-para-ampliar-uso-de-ia-na-criacao-de-imagens-para-e-commerces-de-moda.ghtml,"Futuriza capta R$ 6,5 milhões para ampliar uso de IA na criação de imagens para e-commerces de moda",27 Jan 2026,1735732,4656,revistapegn.globo.com,Pequenas Empresas,Portugal,Portuguese,Antler,General News,Passing Mention,NA,No
https://startupnews.fyi/2026/01/27/fintech-startup-mysa-raises-3-4-million-from-blume-ventures-piper-serica/,"Fintech startup Mysa raises $3.4 million from Blume Ventures, Piper Serica",27 Jan 2026,103295,733,startupnews.fyi,Startup News FYI,India,English,Antler,General News,Passing Mention,NA,No
https://businessreviewlive.com/fintech-startup-mysa-raises-3-4-mn-to-strengthen-ai-capabilities-expand-its-banking-led-products/,Fintech startup Mysa raises $3.4 Mn to strengthen AI capabilities & expand its banking-led products,27 Jan 2026,708,4,businessreviewlive.com,Business Review Live,India,English,Antler,General News,Passing Mention,NA,No
https://www.entrepreneurindia.com/blog/en/news/blume-ventures-and-piper-serica-lead-usd-34-mn-funding-round-in-fintech-startup-mysa.58960,Blume Ventures and Piper Serica Lead USD 3.4 Mn Funding Round in Fintech Startup Mysa,27 Jan 2026,NA,NA,entrepreneurindia.com,Entrepreneur India,India,English,Antler,General News,Passing Mention,NA,No
https://www.vccircle.com/spotdraftnivaan-care-mysa-get-early-stage-funds,"SpotDraft, Nivaan Care, Mysa get early-stage funds",27 Jan 2026,216003,2515,vccircle.com,VCCircle,India,English,Antler,General News,Passing Mention,Malvika Maloo,No
https://www.travelandtourworld.de/News/Artikel/Entdecken-Sie-Natur-und-Luxus-im-Sariska-Manor--Rajasthans-neuestem-Wellness-Refugium./,Entdecken Sie Natur und Luxus im Sariska Manor: Rajasthans neuestem Wellness-Refugium,27 Jan 2026,NA,NA,travelandtourworld.de,Travel And Tour World Germany,Germany,German,Antler,General News,Passing Mention,NA,Yes
https://www.travelandtourworld.de/News/Artikel/discover-nature-and-luxury-at-sariska-manor-rajasthans-newest-wellness-retreat/,Entdecken Sie Natur und Luxus im Sariska Manor: Rajasthans neuestem Wellness-Refugium,27 Jan 2026,NA,NA,travelandtourworld.de,Travel And Tour World Germany,Germany,German,Antler,General News,Passing Mention,NA,No
https://t-id.obnews.co/Index/flowNewsDetail/id/13599789.html?val=1257ef49417c691a60d1e762682376d6,"Fintech startup Mysa raises $3.4 million from Blume Ventures, Piper Serica",27 Jan 2026,NA,NA,t-id.obnews.co,NA,Indonesia,English,Antler,General News,Passing Mention,NA,No
https://obnews.co/Index/flowNewsDetail/id/13599789.html?val=1257ef49417c691a60d1e762682376d6,"Fintech startup Mysa raises $3.4 million from Blume Ventures, Piper Serica",27 Jan 2026,304636,6128,obnews.co,OB News,Indonesia,English,Antler,General News,Passing Mention,NA,No
https://www.themobiworld.com/Index/flowNewsDetail/id/13599789.html?val=1257ef49417c691a60d1e762682376d6,"Fintech startup Mysa raises $3.4 million from Blume Ventures, Piper Serica",27 Jan 2026,1621,15,themobiworld.com,The Mobi World,India,English,Antler,General News,Passing Mention,NA,No
https://www.indianweb2.com/2026/01/fintech-startup-mysa-raises-34m-co-led.html,Fintech Startup Mysa Raises $3.4M Co-led by Blume Ventures and Piper Serica,27 Jan 2026,11372,30,indianweb2.com,IndianWeb2,India,English,Antler,General News,Passing Mention,NA,No
https://bfsi.economictimes.indiatimes.com/news/fintech/fintech-startup-mysa-raises-3-4-million-from-blume-ventures-piper-serica/127605100,"Fintech startup Mysa raises $3.4 million from Blume Ventures, Piper Serica",27 Jan 2026,33506479,1598466,bfsi.economictimes.indiatimes.com,ET BFSI,India,English,Antler,General News,Passing Mention,NA,No
https://www.financeoutlookindia.com/news/mysa-raises-34m-preseries-a-for-instant-ai-erp-upgrades-nwid-7345.html,Mysa Raises $3.4M Pre-Series A for Instant AI ERP Upgrades,27 Jan 2026,11890,772,financeoutlookindia.com,NA,India,English,Antler,General News,Passing Mention,NA,No
https://economictimes.indiatimes.com/tech/funding/fintech-startup-mysa-raises-3-4-million-from-blume-ventures-piper-serica/articleshow/127602565.cms,"Fintech startup Mysa raises $3.4 million from Blume Ventures, Piper Serica",27 Jan 2026,9971739,1188488,economictimes.indiatimes.com,The Economic Times,India,English,Antler,General News,Passing Mention,NA,No
https://www.entrepreneur.com/en-in/news-and-trends/blume-ventures-and-piper-serica-lead-usd-34-mn-funding/502195,Blume Ventures and Piper Serica Lead USD 3.4 Mn Funding Round in Fintech Startup Mysa,27 Jan 2026,2264921,21410,entrepreneur.com,Entrepreneur,India,English,Antler,General News,Passing Mention,NA,No
https://www.desn.com.cn/news/show-2150566.html,图片新闻 今日行业动态｜全球最大规模压缩空气储能项目全面投产！ 作者：刘亚珍 来源：中国储能网 发布时间：2026-01-27 浏览： 0次,27 Jan 2026,NA,NA,desn.com.cn,NA,China,Chinese,Antler,General News,Industry Story,NA,No
https://startupwired.com/2026/01/27/antler-japan-fuels-startup-growth-with-1-5m-push/,Antler Japan Fuels Startup Growth With $1.5M Push,27 Jan 2026,NA,NA,startupwired.com,NA,United States,English,Antler,General News,Feature Story,NA,No
https://b2b.economictimes.indiatimes.com/news/entrepreneur/mysa-secures-34-million-in-funding-to-revolutionize-fintech-solutions-for-mid-sized-businesses/127598764,Mysa raises $3.4 mn funding led by Blume Ventures and Piper Serica,27 Jan 2026,NA,NA,b2b.economictimes.indiatimes.com,The Economic Times (B2B),India,English,Antler,General News,Passing Mention,NA,No
https://technode.global/2026/01/27/antler-announces-1-55m-investment-across-ten-japanese-startups/,Antler announces $1.55M investment across ten Japanese startups,27 Jan 2026,83668,105,technode.global,Technode Global,Singapore,English,Antler,General News,Feature Story,NA,No
