URL;Headline;Publish Date;Publication Name;Publication Location;Brand
https://completeaitraining.com/news/how-ai-could-finally-make-construction-sites-quieter/;How AI could finally make construction sites quieter;29 Oct 2025;completeaitraining.com;United States;Antler
https://cxotoday.com/press-release/redacto-raises-%e2%82%b912-crore-to-lead-indias-privacy-tech-revolution-ahead-of-the-dpdp-act/;Redacto Raises ₹12 Crore to Lead India's Privacy-Tech Revolution Ahead of the DPDP Act;30 Oct 2025;cxotoday.com;India;Antler
https://dnyuz.com/2025/10/28/this-startup-is-betting-on-fitness-events-to-help-people-find-friends-in-the-ai-era-and-it-just-raised-12-million/;This startup is betting on fitness events to help people find friends in the AI era — and it just raised $12 million;28 Oct 2025;dnyuz.com;United States;Antler
https://e27.co/ex-tesla-ai-teams-industrialmind-raises-us1-2m-to-bring-a-decision-making-brain-to-factory-floors-20251030/;Ex-Tesla AI team's IndustrialMind raises US$1.2M to bring a decision-making brain to factory floors;30 Oct 2025;e27.co;Singapore,Indonesia;Antler
https://en.prnasia.com/releases/apac/rolo-robotics-raises-us-3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens-509480.shtml;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;en.prnasia.com;United States;Antler
https://enterhollywood.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;enterhollywood.com;United States;Antler
https://enterpriseai.economictimes.indiatimes.com/news/industry/redacto-secures-12-crore-seed-funding-to-enhance-ai-driven-data-privacy-solutions/124939590;Redacto raises ₹12 crore seed funding led by PeerCapital and Antler India;30 Oct 2025;enterpriseai.economictimes.indiatimes.com;India;Antler
https://entrackr.com/snippets/redacto-raises-rs-12-cr-in-seed-round-led-by-peercapital-10606066;Redacto raises Rs 12 Cr in seed round led by PeerCapital;30 Oct 2025;entrackr.com;India;Antler
https://entrepreneuralarabiya.com/2025/10/28/72012/cryptoknights-%d9%8a%d8%b9%d8%b1%d8%b6-%d8%b9%d9%84%d9%89-%d8%b4%d8%a7%d8%b4%d8%a7%d8%aa-osn-%d9%88osntv-%d9%84%d9%8a%d9%83%d9%88%d9%86-%d8%a3%d9%88%d9%84-%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d9%88/;CryptoKnights يعرض على شاشات +OSN وOSNtv ليكون أول برنامج واقع عن عالم Web3 في الشرق الأوسط;28 Oct 2025;entrepreneuralarabiya.com;Saudi Arabia;Antler
https://inc42.com/buzz/from-snapmint-to-snabbit-indian-startups-raised-371-mn-this-week/;From Snapmint To Snabbit — Indian Startups Raised $371 Mn This Week;01 Nov 2025;inc42.com;India;Antler
https://incubees.com/redacto-raises-rs-12-cr-seed-funding-from-peercapital/;Redacto raises Rs 12 Cr Seed funding from PeerCapital;31 Oct 2025;incubees.com;India;Antler
https://indianstartupnews.com/funding/ai-driven-privacy-infrastructure-startup-redacto-raiss-rs-12-crore-to-expand-product-engineering-teams-10607133;AI-driven privacy infrastructure startup Redacto raiss Rs 12 crore to expand product, engineering teams;30 Oct 2025;indianstartupnews.com;India;Antler
https://kashmirdespatch.com/jkedi-msme-partnership-brings-national-venture-funds-to-jk-startups-under-sri-fund/;"JKEDI–MSME Partnership Brings National Venture Funds to J&amp;K Startups under SRI Fund";01 Nov 2025;kashmirdespatch.com;India;Antler
https://kashmirlife.net/national-venture-funds-connect-with-jammu-kashmir-startups-at-first-sri-fund-outreach-in-srinagar-411760/;National Venture Funds Connect with Jammu Kashmir Startups at First SRI Fund Outreach in Srinagar;01 Nov 2025;kashmirlife.net;India;Antler
https://laotiantimes.com/2025/10/31/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;laotiantimes.com;China;Antler
https://markets.financialcontent.com/ibtimes/article/marketersmedia-2025-10-29-no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;markets.financialcontent.com;United States;Antler
https://menafn.com/1110268883/CryptoKnights-Heads-to-OSN-and-OSNtv-BringingWeb3-Reality-TV-to-Middle-East-Screens;CryptoKnights Heads to OSN+ and OSNtv, BringingWeb3 Reality TV to Middle East Screens;30 Oct 2025;menafn.com;United Arab Emirates;Antler
https://mobiledista.com/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;mobiledista.com;China;Antler
https://money.rediff.com/news/market/zupee-acquires-nucanon-for-ai-storytelling/36285720251103;Zupee Acquires Nucanon for AI Storytelling;03 Nov 2025;money.rediff.com;India;Antler
https://news.marketersmedia.com/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/89173897;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;news.marketersmedia.com;United States;Antler
https://newswav.com/article/cbs-reveals-christmas-special-schedule-for-2025-A2510_xcQYId;CBS Reveals Christmas Special Schedule for 2025;31 Oct 2025;newswav.com;Malaysia;Lovable,Antler
https://obnews.co/Index/flowNewsDetail/id/12598024.html?val=d1ef6603f31683a4bb5fdee9d3eb7609;From Snapmint To Snabbit — Indian Startups Raised $371 Mn This Week by：Sat, 01 Nov 2025 04:02:10;01 Nov 2025;obnews.co;Indonesia;Antler
https://obnews.co/Index/flowNewsDetail/id/12599766.html?val=2429ccd5bccf561fb33d4d3a24644b48;From Snapmint To Snabbit — Indian Startups Raised $371 Mn This Week;01 Nov 2025;obnews.co;Indonesia;Antler
https://ohsem.me/2025/10/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;ohsem.me;Malaysia;Antler
https://pannaphat.me/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;pannaphat.me;Egypt;Antler
https://podnews.net/press-release/steven-dot-com-valuation;Steven Bartlett's company steven.com hits $425mn valuation after investment round;28 Oct 2025;podnews.net;United States;Lovable,Antler
https://popculture.com/tv-shows/news/cbs-reveals-christmas-special-schedule-for-2025/;CBS Reveals Christmas Special Schedule for 2025;31 Oct 2025;popculture.com;United States;Lovable,Antler
https://pulse2.com/steven-bartletts-steven-com-hits-425-million-valuation-following-investment-round/;Steven Bartlett's Steven.com Hits $425 Million Valuation Following Investment Round;02 Nov 2025;pulse2.com;United States;Lovable,Antler
https://pulse2.com/sweatpals-12-million-seed-funding-raised-to-improve-social-connection-through-fitness/;Sweatpals: $12 Million Seed Funding Raised To Improve Social Connection Through Fitness;29 Oct 2025;pulse2.com;United States;Antler
https://scitechanddigital.news/2025/10/31/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;scitechanddigital.news;Philippines;Antler
https://sgbonline.com/sweatpals-secures-12m-in-seed-funding/;Sweatpals Secures $12M in Seed Funding;31 Oct 2025;sgbonline.com;United States;Antler
https://sgpgrid.com/cision-news/2f3c329ada3a50b741cdcb20f3be8d8be0921d2698214994b2268c90e650ee8f;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;sgpgrid.com;Egypt;Antler
https://sifted.eu/articles/ai-bubble-raise/;VCs urge founders to fundraise before AI bubble bursts;27 Oct 2025;sifted.eu;United States;Antler
https://startupnews.fyi/2025/10/31/redacto-raises-rs-12-cr-in-seed-round-led-by-peercapital/;Redacto raises Rs 12 Cr in seed round led by PeerCapital;30 Oct 2025;startupnews.fyi;India;Antler
https://startuprise.co.uk/vc-sourcing-startup-evertrace-acquires-berlin-based-data-intelligence-firm-morphais/;VC sourcing startup Evertrace acquires Berlin-based data intelligence firm Morphais;30 Oct 2025;startuprise.co.uk;United Kingdom;Antler
https://startups.com.br/negocios/venture-capital/vcs-alertam-levantem-rodada-antes-da-bolha-da-ia-estourar/;"VCs alertam: levantem rodada antes da ""bolha da IA"" estourar";30 Oct 2025;startups.com.br;Brazil;Antler
https://startupwired.com/2025/10/29/amsterdam-startups-raise-100m-in-october-2025-boom/;Amsterdam Startups Raise $100M in October 2025 Boom;29 Oct 2025;startupwired.com;United States;Antler
https://t-id.obnews.co/Index/flowNewsDetail/id/12599766.html?val=2429ccd5bccf561fb33d4d3a24644b48;From Snapmint To Snabbit — Indian Startups Raised $371 Mn This Week;01 Nov 2025;t-id.obnews.co;Indonesia;Antler
https://tech.eu/2025/10/30/vc-sourcing-startup-evertrace-acquires-berlin-based-morphais/;VC sourcing startup Evertrace acquires Berlin-based Morphais;30 Oct 2025;tech.eu;Germany;Antler
https://techcabal.com/2025/10/29/antlers-new-lagos-cohort-features-tc-battlefield-startups/;Antler's new Lagos cohort features TC Battlefield startups;29 Oct 2025;techcabal.com;Nigeria;Antler
https://technode.com/2025/10/27/shenzhens-top-ai-hardware-investment-event-this-november-apply-now-for-fafp-at-xin-summit-2025/;Shenzhen's Top AI + Hardware Investment Event This November — Apply Now for FAFP at XIN Summit 2025!;27 Oct 2025;technode.com;United States;Antler
https://technode.global/2025/10/31/ex-tesla-team-launches-industrialmind-ai-raising-us1-2m/;Former Tesla team launches IndustrialMind.ai, raising $1.2M;31 Oct 2025;technode.global;Singapore;Antler
https://thelifevoyager.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;thelifevoyager.com;Japan;Antler
https://themalaysianreserve.com/2025/10/31/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;themalaysianreserve.com;Malaysia;Antler
https://therealpreneur.com/funding/sweatpals-secures-12m-to-boost-fitness-social-connections/;Sweatpals Secures $12M to Boost Fitness Social Connections;31 Oct 2025;therealpreneur.com;India;Antler
https://uk.finance.yahoo.com/news/rolo-robotics-raises-us-3-020000895.html;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;uk.finance.yahoo.com;United Kingdom;Antler
https://worldofsoftware.org/antlers-new-lagos-cohort-features-tc-battlefield-startups/;Antler's new Lagos cohort features TC Battlefield startups;29 Oct 2025;worldofsoftware.org;United States;Antler
https://worldofsoftware.org/shenzhens-top-ai-hardware-investment-event-this-november-apply-now-for-fafp-at-xin-summit-2025-%c2%b7-technode/;Shenzhen's Top AI + Hardware Investment Event This November — Apply Now for FAFP at XIN Summit 2025! · TechNode;27 Oct 2025;worldofsoftware.org;United States;Antler
https://www.aap.com.au/aapreleases/cision20251030ae11208/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;aap.com.au;Australia;Antler
https://www.albawaba.com/ar/business/pr/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-cryptoknights-%D9%8A%D8%B9%D8%B1%D8%B6-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B4%D8%A7%D8%AA-osn-1615546;برنامج CryptoKnights يعرض على شاشات +OSN وOSNtv ليكون أول برنامج واقع عن عالم Web3 في الشرق الأوسط;29 Oct 2025;albawaba.com;United States;Antler
https://www.asiaresearchnews.com/content/world-ai-show-malaysia-2025-kicks-tomorrow-global-convergence-ai-leaders-and-investors;World AI Show Malaysia 2025 Kicks Off Tomorrow - A Global Convergence of AI Leaders and Investors;27 Oct 2025;asiaresearchnews.com;Philippines;Antler
https://www.blogarama.com/business-blogs/1451819-startup-rise-european-news-funding-insights-blog/71130670-sourcing-evertrace-acquires-berlin-based-data-intelligence-firm-morphais;VC sourcing startup Evertrace acquires Berlin-based data intelligence firm Morphais;30 Oct 2025;blogarama.com;India;Antler
https://www.blogarama.com/technology-blogs/1389324-analytics-india-magazine-blog/71145080-indian-deep-tech-startups-backed-iits;12 Indian Deep Tech Startups Backed by IITs;01 Nov 2025;blogarama.com;India;Antler
https://www.businessinsider.com/sweatpals-raised-12-million-to-make-fitness-more-social-2025-10;This startup is betting on fitness events to help people find friends in the AI era — and it just raised $12 million;28 Oct 2025;businessinsider.com;United States;Antler
https://www.c21media.net/news/steven-bartlett-seeking-to-build-disney-of-the-creator-economy-after-multi-million-investment/;Steven Bartlett seeking to build ‘Disney of the creator economy’ after multi-million investment;29 Oct 2025;c21media.net;United Kingdom;Lovable,Antler
https://www.channelnewsasia.com/watch/ai-boom-built-real-businesses-not-hype-antler-ceo-5434881;AI boom built on real businesses, not hype: Antler CEO;30 Oct 2025;channelnewsasia.com;Singapore;Antler
https://www.ciol.com/funding-acquistion-merger/redacto-raises-12-crore-to-build-indias-privacy-infrastructure-10607084;Redacto Raises ₹12 Crore to Build India's Privacy Infrastructure;30 Oct 2025;ciol.com;India;Antler
https://www.commercialrealestate.com.au/news/this-is-how-construction-sites-could-become-less-noisy-1448832/;This is how construction sites could become less noisy;28 Oct 2025;commercialrealestate.com.au;Australia;Antler
https://www.constructionworld.in/latest-construction-technology/redacto-raises-rs-120-million-to-drive-india---s-privacy-tech-revolution-/80657;Redacto Raises Rs 120 million to Drive India's Privacy-Tech Revolution;30 Oct 2025;constructionworld.in;India;Antler
https://www.danskindustri.dk/vi-radgiver-dig/ivarksatteri/varktojskasse/funding-oversigt-guide-til-startup-funding-i-danmark/;DI fundingoversigt: Guide til startup funding i Danmark;31 Oct 2025;danskindustri.dk;Denmark;Antler
https://www.digitaljournal.com/pr/news/vehement-media/no-funding-no-problem-european-1924479773.html;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;digitaljournal.com;United States;Antler
https://www.financeoutlookindia.com/news/redacto-secures-rs-12-cr-seed-funding-led-by-peercapital-nwid-6485.html;Redacto Secures Rs 12 Cr Seed Funding led by PeerCapital;30 Oct 2025;financeoutlookindia.com;India;Antler
https://www.finsmes.com/2025/10/sweatpals-raises-12m-in-seed-funding.html;Sweatpals Raises $12M in Seed Funding;28 Oct 2025;finsmes.com;United Kingdom;Antler
https://www.impactloop.se/artikel/de-ska-fa-oss-att-panta-luren-tar-in-miljoner-och-satter-ut-maskiner-pa-ica;De ska få oss att panta luren på Ica – nu tar Swappie-utmanaren in miljoner;31 Oct 2025;impactloop.se;Sweden;Antler
https://www.indianstartuptimes.com/investment/redacto-raises-%e2%82%b912-crore-to-strengthen-ai-led-data-privacy-and-governance-for-enterprises/;Redacto Raises ₹12 Crore to Strengthen AI-led Data Privacy and Governance for Enterprises;30 Oct 2025;indianstartuptimes.com;India;Antler
https://www.it-boltwise.de/atechx-bringt-innovationen-in-die-immobilienbranche.html;ATechX bringt Innovationen in die Immobilienbranche;29 Oct 2025;it-boltwise.de;Germany;Antler
https://www.it-boltwise.de/europaeische-ki-startups-investoren-warnen-vor-moeglichem-marktabschwung.html;Europäische KI-Startups: Investoren warnen vor möglichem Marktabschwung;27 Oct 2025;it-boltwise.de;Germany;Antler
https://www.it-boltwise.de/glid-revolutioniert-den-frachttransport-von-strasse-zu-schiene.html;Glīd revolutioniert den Frachttransport von Straße zu Schiene;27 Oct 2025;it-boltwise.de;Germany;Antler
https://www.itnewsonline.com/PRNewswire/ROLO-Robotics-Raises-USUSD3.45-Million-in-Oversubscribed-Seed-Round-to-Scale-Autonomous-Micro-Kitchens/1090966;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;itnewsonline.com;India;Antler
https://www.moneycontrol.com/news/business/startup/zupee-acquires-australian-ai-startup-nucanon-for-interactive-storytelling-push-13648883.html;Zupee acquires Australian AI startup Nucanon for interactive storytelling push;03 Nov 2025;moneycontrol.com;India;Antler
https://www.moneyfm893.sg/pr-newswire/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens-26829;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;moneyfm893.sg;Singapore;Antler
https://www.netinfluencer.com/steven-bartlett-creator-company-reaches-425-million-valuation/;Steven Bartlett's Creator Company Reaches $425 Million Valuation;29 Oct 2025;netinfluencer.com;United States;Antler
https://www.newsdrum.in/business/zupee-to-expand-into-ai-driven-interactive-storytelling-acquires-australian-firm-nucanon-10618241;"Zupee to expand into AI-driven interactive storytelling; acquires Australian firm Nucanon";03 Nov 2025;newsdrum.in;India;Antler
https://www.newshubasia.com/mgbfevent/world-ai-show-malaysia-2025-kicks-off-tomorrow-a-global-convergence-of-ai-leaders-and-investors/;World AI Show Malaysia 2025 kicks off tomorrow – A global convergence of AI leaders and investors;27 Oct 2025;newshubasia.com;Singapore;Antler
https://www.outlookbusiness.com/start-up/news/zupee-to-expand-into-ai-driven-interactive-storytelling-acquires-australian-firm-nucanon;"Zupee to Expand into AI-Driven Interactive Storytelling; Acquires Australian Firm Nucanon";03 Nov 2025;outlookbusiness.com;India;Antler
https://www.prnewswire.com/apac/news-releases/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens-302599686.html;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;prnewswire.com;United States;Antler
https://www.prolificnorth.co.uk/news/the-disney-of-the-creator-economy-steven-bartlett-brand-nears-half-billion-valuation/;“The Disney of the creator economy” – Steven Bartlett brand nears half-billion valuation;27 Oct 2025;prolificnorth.co.uk;United Kingdom;Lovable,Antler
https://www.robertodiasduarte.com.br/fundadores-rebotadores-como-ex-big-techs-empreendem-apos-demissoes/;Fundadores Rebotadores: Como Ex-Big Techs Empreendem Após Demissões;31 Oct 2025;robertodiasduarte.com.br;Brazil;Antler
https://www.siamnews.net/pr-news/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;siamnews.net;Thailand;Antler
https://www.siamnewsnetwork.net/pr-news/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;siamnewsnetwork.net;Thailand;Antler
https://www.smartcompany.com.au/startupsmart/giftbee-raises-1-million-help-australians-use-unwanted-gift-cards/;Giftbee raises $1 million to help Australians use their unwanted gift cards;02 Nov 2025;smartcompany.com.au;Australia;Antler
https://www.sportifynews.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;sportifynews.com;United States;Antler
https://www.startbase.de/news/startupnews-zum-wochenende-kw-44-25/;Startupnews zum Wochenende KW 44/25;31 Oct 2025;startbase.de;Germany;Antler
https://www.startupmag.de/atechx-demo-day-pitch-night-am-13-november-in-berlin/;"ATechX Demo Day &amp; Pitch Night am 13. November in Berlin";31 Oct 2025;startupmag.de;Germany;Antler
https://www.startus-insights.com/innovators-guide/how-many-ai-companies-are-there/;How Many AI Companies are There? A 2026 Global Breakdown;31 Oct 2025;startus-insights.com;Austria;Antler
https://www.straitstimes.com/paid-press-releases/rolo-robotics-raises-us345-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens-20251031;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;straitstimes.com;Singapore;Antler
https://www.taiwannews.com.tw/en/news/6232664;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;taiwannews.com.tw;Taiwan;Antler
https://www.taleout.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;taleout.com;Ireland;Antler
https://www.techedt.com/industrialmind-ai-raises-us1-2-million-to-bring-ai-powered-decision-making-to-manufacturing;IndustrialMind.ai raises US$1.2 million to bring AI-powered decision-making to manufacturing;31 Oct 2025;techedt.com;Canada;Antler
https://www.thailandbusinessdirectory.net/press-release/rolo-robotics-raises-us3-45-million-in-oversubscribed-seed-round-to-scale-autonomous-micro-kitchens/;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;thailandbusinessdirectory.net;Thailand;Antler
https://www.thefinalscoreboard.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466;Oct 29, 2025 No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;thefinalscoreboard.com;United States;Antler
https://www.thefinancialcapital.com/news/no-funding-no-problem-european-immigrant-founders-build-profitable-fintech-startup-in-southeast-asia-without-venture-capital/526466;No Funding, No Problem: European Immigrant Founders Build Profitable Fintech Startup in Southeast Asia Without Venture Capital;29 Oct 2025;thefinancialcapital.com;India;Antler
https://www.thehindubusinessline.com/info-tech/zupee-to-expand-into-ai-driven-interactive-storytelling-acquires-australian-firm-nucanon/article70235767.ece;"Zupee to expand into AI-driven interactive storytelling; acquires Australian firm Nucanon";03 Nov 2025;thehindubusinessline.com;India;Antler
https://www.tmcnet.com/usubmit/2025/10/30/10281541.htm;ROLO Robotics Raises US$3.45 Million in Oversubscribed Seed Round to Scale Autonomous Micro-Kitchens;31 Oct 2025;tmcnet.com;United States;Antler
https://www.vanguardngr.com/2025/10/ai-ll-play-defining-role-in-africas-next-chapter-of-digital-economy-nsofor/;AI ‘ll play defining role in Africa's next chapter of digital economy – Nsofor;28 Oct 2025;vanguardngr.com;Nigeria;Antler
https://www.wtok.com/2025/10/27/local-doctor-track-run-marathon-all-50-states/;Local doctor on track to run a marathon in all 50 states Published : Oct. 27, 2025 at 3:37 AM GMT+1 | Updated : 10 hours ago;27 Oct 2025;wtok.com;United States;Antler
