URL,Headline,Publish Date,Publication Reach,Article Reach,Publication Name,Publication Location,Language,Brand,Content Type,Story Prominence,Authors
https://www.manilatimes.net/2026/01/07/tmt-newswire/globenewswire/i10x-announces-1-million-pre-seed-round-to-build-the-discovery-distribution-layer-for-ai/2254092,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,776303,43445,manilatimes.net,Philippines,English,Antler,General News,Passing Mention,NA
https://pr.enewspf.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.enewspf.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.murrayjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.murrayjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.gridleyherald.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,"Singapore, Singapore, Jan. 06, 2026 (GLOBE NEWSWIRE) --",06 Jan 2026,NA,NA,pr.gridleyherald.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.westjordanjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.westjordanjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.milfordfreepress.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.milfordfreepress.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.hattiesburg.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.hattiesburg.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.tryondailybulletin.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.tryondailybulletin.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.hopedaletownnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.hopedaletownnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.bonitaesteromagazine.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.bonitaesteromagazine.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.gulfmainmagazine.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,1072,12,pr.gulfmainmagazine.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.davisjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.davisjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.irontontribune.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,328,NA,smb.irontontribune.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.taosnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.taosnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.draperjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.draperjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.rswliving.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,1037,33,pr.rswliving.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.timesofsandiego.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.timesofsandiego.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.taylorsvillecityjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Yesterday at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.taylorsvillecityjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.fayettevilleconnect.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.fayettevilleconnect.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.jewishlink.news/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.jewishlink.news,United States,English,Antler,General News,Passing Mention,NA
https://pr.ashlandtownnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.ashlandtownnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.myparishnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.myparishnews.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.thepostsearchlight.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,406,2,smb.thepostsearchlight.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.capecorallivingmagazine.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.capecorallivingmagazine.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.eyeondunn.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.eyeondunn.com,United States,English,Antler,General News,Passing Mention,NA
https://go.chinesewire.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,go.chinesewire.com,China,English,Antler,General News,Passing Mention,NA
https://pr.valleyjournals.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.valleyjournals.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.magnoliastatelive.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.magnoliastatelive.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.beauregardnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.beauregardnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.cottonwoodheightsjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.cottonwoodheightsjournal.com,India,English,Antler,General News,Passing Mention,NA
https://pr.columbiabusinessmonthly.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.columbiabusinessmonthly.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.harlandaily.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.harlandaily.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.connectiredell.net/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.connectiredell.net,United States,English,Antler,General News,Passing Mention,NA
https://smb.oxfordeagle.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,977,20,smb.oxfordeagle.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.rivertonjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.rivertonjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.tallasseetribune.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,smb.tallasseetribune.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.prentissheadlight.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.prentissheadlight.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.thewetumpkaherald.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.thewetumpkaherald.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.bluegrasslive.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,609,22,smb.bluegrasslive.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.state-journal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI Today at 8:39pm GMT+1,06 Jan 2026,27,NA,smb.state-journal.com,Canada,English,Antler,General News,Passing Mention,NA
https://pr.southsaltlakejournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Yesterday at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.southsaltlakejournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.thembnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.thembnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.cariboucountynews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.cariboucountynews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.naticktownnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.naticktownnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.chillicothevoice.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.chillicothevoice.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.timesoftheislands.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.timesoftheislands.com,United States,English,Antler,General News,Passing Mention,NA
